uuid,gene_curie,gene_symbol,disease_curie,disease_title,disease_original_curie,disease_original_title,classification_curie,classification_title,moi_curie,moi_title,submitter_curie,submitter_title,submitted_as_hgnc_id,submitted_as_hgnc_symbol,submitted_as_disease_id,submitted_as_disease_name,submitted_as_moi_id,submitted_as_moi_name,submitted_as_submitter_id,submitted_as_submitter_name,submitted_as_classification_id,submitted_as_classification_name,submitted_as_date,submitted_as_public_report_url,submitted_as_notes,submitted_as_pmids,submitted_as_assertion_criteria_url,submitted_as_submission_id,submitted_run_date,submitted_year,pub_year
GENCC_000106-HGNC_27089-OMIM_618131-HP_0000007-GENCC_100002,HGNC:27089,CARMIL2,MONDO:0029134,severe combined immunodeficiency due to CARMIL2 deficiency,OMIM:618131,Immunodeficiency 58,GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:27089,CARMIL2,OMIM:618131,severe combined immunodeficiency due to CARMIL2 deficiency,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2023-08-04 17:11:18,,,27647349,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,CARMIL20CID,2023-11-30,2023,2016
GENCC_000106-HGNC_27089-OMIM_618131-HP_0000007-GENCC_100002,HGNC:27089,CARMIL2,MONDO:0029134,severe combined immunodeficiency due to CARMIL2 deficiency,OMIM:618131,Immunodeficiency 58,GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:27089,CARMIL2,OMIM:618131,severe combined immunodeficiency due to CARMIL2 deficiency,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2023-08-04 17:11:18,,,28112205,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,CARMIL20CID,2023-11-30,2023,2018
GENCC_000106-HGNC_32700-OMIM_614679-HP_0000007-GENCC_100002,HGNC:32700,CCDC103,MONDO:0013854,primary ciliary dyskinesia 17,OMIM:614679,"Ciliary dyskinesia, primary, 17",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:32700,CCDC103,OMIM:614679,primary ciliary dyskinesia 17,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2021-05-25 12:51:12,,,22581229,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,CCDC1030PCD,2023-11-30,2021,2012
GENCC_000106-HGNC_32700-OMIM_614679-HP_0000007-GENCC_100002,HGNC:32700,CCDC103,MONDO:0013854,primary ciliary dyskinesia 17,OMIM:614679,"Ciliary dyskinesia, primary, 17",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:32700,CCDC103,OMIM:614679,primary ciliary dyskinesia 17,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2021-05-25 12:51:12,,,30067075,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,CCDC1030PCD,2023-11-30,2021,2018
GENCC_000106-HGNC_32700-OMIM_614679-HP_0000007-GENCC_100002,HGNC:32700,CCDC103,MONDO:0013854,primary ciliary dyskinesia 17,OMIM:614679,"Ciliary dyskinesia, primary, 17",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:32700,CCDC103,OMIM:614679,primary ciliary dyskinesia 17,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2021-05-25 12:51:12,,,31273583,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,CCDC1030PCD,2023-11-30,2021,2019
GENCC_000106-HGNC_32700-OMIM_614679-HP_0000007-GENCC_100002,HGNC:32700,CCDC103,MONDO:0013854,primary ciliary dyskinesia 17,OMIM:614679,"Ciliary dyskinesia, primary, 17",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:32700,CCDC103,OMIM:614679,primary ciliary dyskinesia 17,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2021-05-25 12:51:12,,,31879361,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,CCDC1030PCD,2023-11-30,2021,2019
GENCC_000106-HGNC_25244-OMIM_613807-HP_0000007-GENCC_100002,HGNC:25244,CCDC39,MONDO:0013434,primary ciliary dyskinesia 14,OMIM:613807,"Ciliary dyskinesia, primary, 14",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:25244,CCDC39,OMIM:613807,primary ciliary dyskinesia 14,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2022-04-20 09:07:44,,,21131972,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,CCDC390PCD,2023-11-30,2022,2011
GENCC_000106-HGNC_25244-OMIM_613807-HP_0000007-GENCC_100002,HGNC:25244,CCDC39,MONDO:0013434,primary ciliary dyskinesia 14,OMIM:613807,"Ciliary dyskinesia, primary, 14",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:25244,CCDC39,OMIM:613807,primary ciliary dyskinesia 14,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2022-04-20 09:07:44,,,22693285,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,CCDC390PCD,2023-11-30,2022,2013
GENCC_000106-HGNC_25244-OMIM_613807-HP_0000007-GENCC_100002,HGNC:25244,CCDC39,MONDO:0013434,primary ciliary dyskinesia 14,OMIM:613807,"Ciliary dyskinesia, primary, 14",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:25244,CCDC39,OMIM:613807,primary ciliary dyskinesia 14,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2022-04-20 09:07:44,,,23255504,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,CCDC390PCD,2023-11-30,2022,2013
GENCC_000106-HGNC_26090-OMIM_613808-HP_0000007-GENCC_100002,HGNC:26090,CCDC40,MONDO:0013435,primary ciliary dyskinesia 15,OMIM:613808,"Ciliary dyskinesia, primary, 15",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:26090,CCDC40,OMIM:613808,primary ciliary dyskinesia 15,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2022-01-18 14:20:47,,,21131974,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,CCDC400PCD,2023-11-30,2022,2011
