uuid,gene_curie,gene_symbol,disease_curie,disease_title,disease_original_curie,disease_original_title,classification_curie,classification_title,moi_curie,moi_title,submitter_curie,submitter_title,submitted_as_hgnc_id,submitted_as_hgnc_symbol,submitted_as_disease_id,submitted_as_disease_name,submitted_as_moi_id,submitted_as_moi_name,submitted_as_submitter_id,submitted_as_submitter_name,submitted_as_classification_id,submitted_as_classification_name,submitted_as_date,submitted_as_public_report_url,submitted_as_notes,submitted_as_pmids,submitted_as_assertion_criteria_url,submitted_as_submission_id,submitted_run_date,submitted_year,pub_year
GENCC_000106-HGNC_409-OMIM_615113-HP_0000007-GENCC_100002,HGNC:409,ALDH1A3,MONDO:0014050,isolated microphthalmia 8,OMIM:615113,"Microphthalmia, isolated 8",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:409,ALDH1A3,OMIM:615113,isolated microphthalmia 8,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2023-06-26 18:56:02,,,23312594,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ALDH1A30Microphthal,2023-11-30,2023,2013
GENCC_000106-HGNC_409-OMIM_615113-HP_0000007-GENCC_100002,HGNC:409,ALDH1A3,MONDO:0014050,isolated microphthalmia 8,OMIM:615113,"Microphthalmia, isolated 8",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:409,ALDH1A3,OMIM:615113,isolated microphthalmia 8,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2023-06-26 18:56:02,,,23591992,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ALDH1A30Microphthal,2023-11-30,2023,2014
GENCC_000106-HGNC_409-OMIM_615113-HP_0000007-GENCC_100002,HGNC:409,ALDH1A3,MONDO:0014050,isolated microphthalmia 8,OMIM:615113,"Microphthalmia, isolated 8",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:409,ALDH1A3,OMIM:615113,isolated microphthalmia 8,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2023-06-26 18:56:02,,,24777706,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ALDH1A30Microphthal,2023-11-30,2023,2015
GENCC_000106-HGNC_417-OMIM_229600-HP_0000007-GENCC_100002,HGNC:417,ALDOB,MONDO:0009249,hereditary fructose intolerance,OMIM:229600,"Fructose intolerance, hereditary",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:417,ALDOB,OMIM:229600,hereditary fructose intolerance,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2023-03-09 19:50:34,,,12205126,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ALDOB0FructoseIntol,2023-11-30,2023,2002
GENCC_000106-HGNC_417-OMIM_229600-HP_0000007-GENCC_100002,HGNC:417,ALDOB,MONDO:0009249,hereditary fructose intolerance,OMIM:229600,"Fructose intolerance, hereditary",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:417,ALDOB,OMIM:229600,hereditary fructose intolerance,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2023-03-09 19:50:34,,,16406649,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ALDOB0FructoseIntol,2023-11-30,2023,2006
GENCC_000106-HGNC_417-OMIM_229600-HP_0000007-GENCC_100002,HGNC:417,ALDOB,MONDO:0009249,hereditary fructose intolerance,OMIM:229600,"Fructose intolerance, hereditary",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:417,ALDOB,OMIM:229600,hereditary fructose intolerance,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2023-03-09 19:50:34,,,18541450,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ALDOB0FructoseIntol,2023-11-30,2023,2008
GENCC_000106-HGNC_417-OMIM_229600-HP_0000007-GENCC_100002,HGNC:417,ALDOB,MONDO:0009249,hereditary fructose intolerance,OMIM:229600,"Fructose intolerance, hereditary",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:417,ALDOB,OMIM:229600,hereditary fructose intolerance,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2023-03-09 19:50:34,,,23430936,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ALDOB0FructoseIntol,2023-11-30,2023,2013
GENCC_000106-HGNC_417-OMIM_229600-HP_0000007-GENCC_100002,HGNC:417,ALDOB,MONDO:0009249,hereditary fructose intolerance,OMIM:229600,"Fructose intolerance, hereditary",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:417,ALDOB,OMIM:229600,hereditary fructose intolerance,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2023-03-09 19:50:34,,,25595217,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ALDOB0FructoseIntol,2023-11-30,2023,2015
GENCC_000106-HGNC_417-OMIM_229600-HP_0000007-GENCC_100002,HGNC:417,ALDOB,MONDO:0009249,hereditary fructose intolerance,OMIM:229600,"Fructose intolerance, hereditary",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:417,ALDOB,OMIM:229600,hereditary fructose intolerance,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2023-03-09 19:50:34,,,25637246,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ALDOB0FructoseIntol,2023-11-30,2023,2016
GENCC_000106-HGNC_417-OMIM_229600-HP_0000007-GENCC_100002,HGNC:417,ALDOB,MONDO:0009249,hereditary fructose intolerance,OMIM:229600,"Fructose intolerance, hereditary",GENCC:100002,Strong,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,HGNC:417,ALDOB,OMIM:229600,hereditary fructose intolerance,HP:0000007,Autosomal recessive,GENCC:000106,Invitae,GENCC:100002,Strong,2023-03-09 19:50:34,,,3383242,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ALDOB0FructoseIntol,2023-11-30,2023,1988
