uuid,gene_curie,gene_symbol,disease_curie,disease_title,disease_original_curie,disease_original_title,classification_curie,classification_title,moi_curie,moi_title,submitter_curie,submitter_title,submitted_as_hgnc_id,submitted_as_hgnc_symbol,submitted_as_disease_id,submitted_as_disease_name,submitted_as_moi_id,submitted_as_moi_name,submitted_as_submitter_id,submitted_as_submitter_name,submitted_as_classification_id,submitted_as_classification_name,submitted_as_date,submitted_as_public_report_url,submitted_as_notes,submitted_as_pmids,submitted_as_assertion_criteria_url,submitted_as_submission_id,submitted_run_date,submitted_year,pub_year
GENCC_000106-HGNC_76-OMIM_617602-HP_0000006-GENCC_100002,HGNC:76,ABL1,MONDO:0060532,congenital heart defects and skeletal malformations syndrome,OMIM:617602,Congenital heart defects and skeletal malformations syndrome,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:76,ABL1,OMIM:617602,congenital heart defects and skeletal malformations syndrome,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2023-03-23 22:53:39,,,32158229,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ABL10ABL1rel,2023-11-30,2023,2020
GENCC_000106-HGNC_76-OMIM_617602-HP_0000006-GENCC_100002,HGNC:76,ABL1,MONDO:0060532,congenital heart defects and skeletal malformations syndrome,OMIM:617602,Congenital heart defects and skeletal malformations syndrome,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:76,ABL1,OMIM:617602,congenital heart defects and skeletal malformations syndrome,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2023-03-23 22:53:39,,,32643838,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ABL10ABL1rel,2023-11-30,2023,2020
GENCC_000106-HGNC_76-OMIM_617602-HP_0000006-GENCC_100002,HGNC:76,ABL1,MONDO:0060532,congenital heart defects and skeletal malformations syndrome,OMIM:617602,Congenital heart defects and skeletal malformations syndrome,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:76,ABL1,OMIM:617602,congenital heart defects and skeletal malformations syndrome,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2023-03-23 22:53:39,,,33075386,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ABL10ABL1rel,2023-11-30,2023,2020
GENCC_000106-HGNC_76-OMIM_617602-HP_0000006-GENCC_100002,HGNC:76,ABL1,MONDO:0060532,congenital heart defects and skeletal malformations syndrome,OMIM:617602,Congenital heart defects and skeletal malformations syndrome,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:76,ABL1,OMIM:617602,congenital heart defects and skeletal malformations syndrome,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2023-03-23 22:53:39,,,33223528,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ABL10ABL1rel,2023-11-30,2023,2020
GENCC_000106-HGNC_76-OMIM_617602-HP_0000006-GENCC_100002,HGNC:76,ABL1,MONDO:0060532,congenital heart defects and skeletal malformations syndrome,OMIM:617602,Congenital heart defects and skeletal malformations syndrome,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:76,ABL1,OMIM:617602,congenital heart defects and skeletal malformations syndrome,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2023-03-23 22:53:39,,,33783941,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ABL10ABL1rel,2023-11-30,2023,2021
GENCC_000106-HGNC_76-OMIM_617602-HP_0000006-GENCC_100002,HGNC:76,ABL1,MONDO:0060532,congenital heart defects and skeletal malformations syndrome,OMIM:617602,Congenital heart defects and skeletal malformations syndrome,GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:76,ABL1,OMIM:617602,congenital heart defects and skeletal malformations syndrome,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2023-03-23 22:53:39,,,36949638,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ABL10ABL1rel,2023-11-30,2023,2023
GENCC_000106-HGNC_174-OMIM_613751-HP_0000006-GENCC_100002,HGNC:174,ACVR2B,MONDO:0013403,"heterotaxy, visceral, 4, autosomal",OMIM:613751,"Heterotaxy, visceral, 4, autosomal",GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:174,ACVR2B,OMIM:613751,"heterotaxy, visceral, 4, autosomal",HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2021-04-19 12:32:05,,,21864452,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ACVR2B0Heterotaxy,2023-11-30,2021,2012
GENCC_000106-HGNC_174-OMIM_613751-HP_0000006-GENCC_100002,HGNC:174,ACVR2B,MONDO:0013403,"heterotaxy, visceral, 4, autosomal",OMIM:613751,"Heterotaxy, visceral, 4, autosomal",GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:174,ACVR2B,OMIM:613751,"heterotaxy, visceral, 4, autosomal",HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2021-04-19 12:32:05,,,30029678,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ACVR2B0Heterotaxy,2023-11-30,2021,2018
GENCC_000106-HGNC_174-OMIM_613751-HP_0000006-GENCC_100002,HGNC:174,ACVR2B,MONDO:0013403,"heterotaxy, visceral, 4, autosomal",OMIM:613751,"Heterotaxy, visceral, 4, autosomal",GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:174,ACVR2B,OMIM:613751,"heterotaxy, visceral, 4, autosomal",HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2021-04-19 12:32:05,,,30120289,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ACVR2B0Heterotaxy,2023-11-30,2021,2019
GENCC_000106-HGNC_174-OMIM_613751-HP_0000006-GENCC_100002,HGNC:174,ACVR2B,MONDO:0013403,"heterotaxy, visceral, 4, autosomal",OMIM:613751,"Heterotaxy, visceral, 4, autosomal",GENCC:100002,Strong,HP:0000006,Autosomal dominant,GENCC:000106,Invitae,HGNC:174,ACVR2B,OMIM:613751,"heterotaxy, visceral, 4, autosomal",HP:0000006,Autosomal dominant,GENCC:000106,Invitae,GENCC:100002,Strong,2021-04-19 12:32:05,,,30622330,https://view.publitas.com/invitae/invitaeposter_nsgc2019_curatingthehumangenome/page/1,ACVR2B0Heterotaxy,2023-11-30,2021,2019
