action,timestamp,notes
start case,7/16/2024 14:22:47,
standard search,7/16/2024 14:23:03,
new variant review,7/16/2024 14:23:11,
click-out from seqr,7/16/2024 14:23:25,
click-back into seqr,7/16/2024 14:23:29,
table interaction,7/16/2024 14:23:31,
move on from variant,7/16/2024 14:23:41,
standard search,7/16/2024 14:23:45,
new variant review,7/16/2024 14:24:20,
click-out from seqr,7/16/2024 14:24:23,
click-back into seqr,7/16/2024 14:24:27,
move on from variant,7/16/2024 14:24:31,
new variant review,7/16/2024 14:24:47,
table interaction,7/16/2024 14:24:47,
move on from variant,7/16/2024 14:25:11,
new variant review,7/16/2024 14:25:21,
table interaction,7/16/2024 14:25:23,
move on from variant,7/16/2024 14:25:27,
new variant review,7/16/2024 14:25:37,
table interaction,7/16/2024 14:25:39,
move on from variant,7/16/2024 14:25:43,
new variant review,7/16/2024 14:25:47,
table interaction,7/16/2024 14:25:50,
move on from variant,7/16/2024 14:25:50,
standard search,7/16/2024 14:25:55,
standard search,7/16/2024 14:26:08,
new variant review,7/16/2024 14:26:14,
click-out from seqr,7/16/2024 14:26:19,
click-back into seqr,7/16/2024 14:26:27,
move on from variant,7/16/2024 14:26:30,
standard search,7/16/2024 14:26:34,
new variant review,7/16/2024 14:27:13,
table interaction,7/16/2024 14:27:13,
move on from variant,7/16/2024 14:27:29,
new variant review,7/16/2024 14:28:07,
move on from variant,7/16/2024 14:28:09,
new variant review,7/16/2024 14:28:19,
table interaction,7/16/2024 14:28:19,
move on from variant,7/16/2024 14:28:23,
new variant review,7/16/2024 14:28:59,
table interaction,7/16/2024 14:28:59,
click-out from seqr,7/16/2024 14:29:16,
click-back into seqr,7/16/2024 14:29:25,
move on from variant,7/16/2024 14:29:38,
new variant review,7/16/2024 14:29:47,
move on from variant,7/16/2024 14:29:55,
new variant review,7/16/2024 14:30:05,
table interaction,7/16/2024 14:30:07,
move on from variant,7/16/2024 14:30:15,
new variant review,7/16/2024 14:30:49,
table interaction,7/16/2024 14:30:49,
move on from variant,7/16/2024 14:30:53,
new variant review,7/16/2024 14:31:22,
table interaction,7/16/2024 14:31:24,
move on from variant,7/16/2024 14:31:27,
custom search,7/16/2024 14:32:03,VS0000189_
custom search,7/16/2024 14:32:11,VS0000190_
custom search,7/16/2024 14:32:26,VS0000191_
