action,timestamp,notes
start case,7/11/2024 15:15:47,
standard search,7/11/2024 15:15:58,
new variant review,7/11/2024 15:16:08,
click-out from seqr,7/11/2024 15:16:10,
click-back into seqr,7/11/2024 15:16:16,
table interaction,7/11/2024 15:16:24,
publication reading,7/11/2024 15:16:58,PMID:36613967
move on from variant,7/11/2024 15:17:44,
standard search,7/11/2024 15:17:48,
new variant review,7/11/2024 15:18:12,
click-out from seqr,7/11/2024 15:18:12,
click-back into seqr,7/11/2024 15:18:16,
click-out from seqr,7/11/2024 15:18:22,
click-back into seqr,7/11/2024 15:18:26,
move on from variant,7/11/2024 15:18:28,
standard search,7/11/2024 15:18:38,
new variant review,7/11/2024 15:18:54,
click-out from seqr,7/11/2024 15:18:54,
click-back into seqr,7/11/2024 15:19:04,
move on from variant,7/11/2024 15:19:08,
new variant review,7/11/2024 15:19:42,
table interaction,7/11/2024 15:19:44,
move on from variant,7/11/2024 15:19:58,
new variant review,7/11/2024 15:19:42,
table interaction,7/11/2024 15:19:44,
move on from variant,7/11/2024 15:19:58,
new variant review,7/11/2024 15:21:30,
move on from variant,7/11/2024 15:21:36,
new variant review,7/11/2024 15:22:14,
move on from variant,7/11/2024 15:22:30,
new variant review,7/11/2024 15:22:54,
table interaction,7/11/2024 15:22:54,
move on from variant,7/11/2024 15:23:26,
new variant review,7/11/2024 15:23:52,
table interaction,7/11/2024 15:23:54,
move on from variant,7/11/2024 15:23:56,
new variant review,7/11/2024 15:24:14,
move on from variant,7/11/2024 15:24:22,
new variant review,7/11/2024 15:24:34,
table interaction,7/11/2024 15:24:34,
move on from variant,7/11/2024 15:24:48,
standard search,7/11/2024 15:24:48,
new variant review,7/11/2024 15:25:17,
table interaction,7/11/2024 15:25:17,
move on from variant,7/11/2024 15:25:40,
new variant review,7/11/2024 15:26:20,
move on from variant,7/11/2024 15:26:34,
new variant review,7/11/2024 15:26:52,
table interaction,7/11/2024 15:26:52,
move on from variant,7/11/2024 15:26:58,
new variant review,7/11/2024 15:27:16,
click-out from seqr,7/11/2024 15:27:18,
click-back into seqr,7/11/2024 15:27:24,
click-out from seqr,7/11/2024 15:27:30,
click-back into seqr,7/11/2024 15:27:34,
move on from variant,7/11/2024 15:27:34,
new variant review,7/11/2024 15:28:16,
table interaction,7/11/2024 15:28:16,
move on from variant,7/11/2024 15:28:22,
new variant review,7/11/2024 15:28:30,
table interaction,7/11/2024 15:28:31,
move on from variant,7/11/2024 15:28:32,
new variant review,7/11/2024 15:28:46,
move on from variant,7/11/2024 15:28:50,
new variant review,7/11/2024 15:29:36,
table interaction,7/11/2024 15:29:36,
move on from variant,7/11/2024 15:29:46,
new variant review,7/11/2024 15:30:42,
move on from variant,7/11/2024 15:30:50,
new variant review,7/11/2024 15:31:32,
table interaction,7/11/2024 15:31:32,
move on from variant,7/11/2024 15:31:34,
new variant review,7/11/2024 15:31:50,
table interaction,7/11/2024 15:31:52,
move on from variant,7/11/2024 15:31:54,
new variant review,7/11/2024 15:32:56,
move on from variant,7/11/2024 15:33:08,
review saved variant,7/11/2024 15:33:38,
publication search,7/11/2024 15:33:46,
click-out from seqr,7/11/2024 15:34:42,
click-back into seqr,7/11/2024 15:34:46,
click-out from seqr,7/11/2024 15:34:52,
click-back into seqr,7/11/2024 15:35:32,
move on from variant,7/11/2024 15:35:38,
start case,7/11/2024 15:35:42,
standard search,7/11/2024 15:36:02,
standard search,7/11/2024 15:36:28,
new variant review,7/11/2024 15:37:16,
click-out from seqr,7/11/2024 15:37:32,
click-back into seqr,7/11/2024 15:37:40,
move on from variant,7/11/2024 15:37:48,
standard search,7/11/2024 15:38:08,
new variant review,7/11/2024 15:38:40,
table interaction,7/11/2024 15:38:40,
publication reading,7/11/2024 15:39:28,PMID:37961520
note-taking,7/11/2024 15:40:18,VN0000202_linked_to_id_and_spe
move on from variant,7/11/2024 15:40:38,
new variant review,7/11/2024 15:41:06,
table interaction,7/11/2024 15:41:07,
move on from variant,7/11/2024 15:41:10,
new variant review,7/11/2024 15:41:50,
table interaction,7/11/2024 15:41:51,
move on from variant,7/11/2024 15:41:52,
new variant review,7/11/2024 15:42:14,
click-out from seqr,7/11/2024 15:42:16,
click-back into seqr,7/11/2024 15:42:24,
move on from variant,7/11/2024 15:42:26,
new variant review,7/11/2024 15:42:51,
click-out from seqr,7/11/2024 15:43:02,
click-back into seqr,7/11/2024 15:43:06,
move on from variant,7/11/2024 15:43:10,
new variant review,7/11/2024 15:43:50,
click-out from seqr,7/11/2024 15:43:52,
click-back into seqr,7/11/2024 15:44:02,
table interaction,7/11/2024 15:44:06,
move on from variant,7/11/2024 15:44:26,
standard search,7/11/2024 15:44:28,
new variant review,7/11/2024 15:45:38,
click-out from seqr,7/11/2024 15:45:39,
click-back into seqr,7/11/2024 15:45:46,
move on from variant,7/11/2024 15:45:48,
new variant review,7/11/2024 15:46:02,
table interaction,7/11/2024 15:46:04,
move on from variant,7/11/2024 15:46:08,
new variant review,7/11/2024 15:46:14,
table interaction,7/11/2024 15:46:16,
click-out from seqr,7/11/2024 15:47:02,
click-back into seqr,7/11/2024 15:47:14,
click-out from seqr,7/11/2024 15:47:18,
click-back into seqr,7/11/2024 15:47:24,
move on from variant,7/11/2024 15:47:28,
new variant review,7/11/2024 15:47:42,
click-out from seqr,7/11/2024 15:47:44,
click-back into seqr,7/11/2024 15:47:52,
